EncouragingDiscouraging,ExpertiseScale,PosterTone,RespectfulDisrespectful,gender,speakerhidden,talkid
Encouraging,None-STEM degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519660786380"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">these mcgonigal sisters are amazing</span>.......no words to describe their videos, when i watched her video, <span class=""highlighted"" data-timestamp=""1519660790857"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i thought have seen her before then i found she is the twin sister of kelly, that stress release lady</span>.......",889
Discouraging,STEM degree,Strongly Positive,Disrespectful,female,"<br><span class=""highlighted"" data-timestamp=""1519660806034"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">wonderful ted guest</span> - but ted is it necessary to mention wrinkles?  you wouldn't point out a person's colour or a young person's lack of wrinkles - <span class=""highlighted"" data-timestamp=""1519660813948"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">of course she has wrinkles she's 71</span>!!  time to start using other adjectives?",361
Encouraging,None-STEM degree,Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519793249784"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i am very pleased to hear from this speaker</span>, she made me understand what went wrong,  whit  me. very good job, but my question to my ted community. how about the hospitals in poor country like africa where they do not have color coded surgery ?  no hope",1050
Encouraging,None-STEM degree,Neutral,Respectful,female,chasing meaning is better for your health than trying to avoid discomfort. the best way to make decisions is to go after what creates meaning in your life and then trust yourself to handle the stress that follows.   this is inspiring and seems like a great guideline for life.,603
Discouraging,STEM degree,Strongly Negative,Neutral,female,"<br>i saw her on steven colbert... which confirmed my suspicion that <span class=""highlighted"" data-timestamp=""1519793294886"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is a fear-monger and sensationalist</span>.    http://www.hulu.com/watch/71897/the-colbert-report-laurie-garrett  <span class=""highlighted"" data-timestamp=""1519793305520"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i'm disappointed that ted supports people like her and al gore who feed off people's irrational fear</span>.",1654
Discouraging,STEM degree,Negative,Neutral,female,"<br><span class=""highlighted"" data-timestamp=""1519793341200"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i believe that michelle's talk is not very convincing or relevant to anything</span>.  she makes it sound as if her being the first african american first lady has resulted from her own hard work/background.  <span class=""highlighted"" data-timestamp=""1519793344499"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">her background has absolutely nothing to do with her husband's achievements</span>.",1637
Encouraging,None-STEM degree,Neutral,Respectful,female,"i am intrigued by the concept of productive paranoia which the talk touched upon.  a good insight that by tuning into your fears, rather than ignoring them, or allow them to grind you to a halt, you can harness their true insightful foresight.",767
Discouraging,None-STEM degree,Neutral,Neutral,female,"when you say ""evolution by natural selection is the best idea anyone ever had"", do you mean it is the most successful meme ever devised?  if it means something else, doesn't that undermine your thesis that ideas are just selfish replicators, and we are their dumb propagation machines?",1854
Encouraging,None-STEM degree,Neutral,Respectful,female,"your mistake doesn't define you, how you handle it does.  time to move on.  congratulations.",234
Discouraging,None-STEM degree,Neutral,Neutral,female,"it would be great if all those posting were to identify their place of residence, what sources of information they rely on, their religious and ideological loyalties, and (at the least) not throw accusations  at each other's sincerity, intelligence or objectivity.  fat chance!",1122
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519793441355"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">her topic was amazing, her explanation charismatically engaging</span> but i love that she praised the youth and her team for their work.  cheers to her for that, and to them all for their hard work.",1670
Encouraging,None-STEM degree,Neutral,Neutral,female,"if you guys really believe in freedom, then you should understand people also have the freedom of not believing in liberal democracy. people have their own choices.",554
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br>i was really shocked to listen to your talk.<span class=""highlighted"" data-timestamp=""1519793484396"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true""> i want to be a good english teacher like you</span> so<span class=""highlighted"" data-timestamp=""1519793488298"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true""> i really interested in you</span>. <span class=""highlighted"" data-timestamp=""1519793477317"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">after listening to your good lecture</span>, i could think learning can occur a important relationship.",683
Discouraging,STEM degree,Strongly Negative,Disrespectful,female,"<br><span class=""highlighted"" data-timestamp=""1519793502548"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she is very passionate about her subject but her voice is absolutely grating</span>!  <span class=""highlighted"" data-timestamp=""1519793506774"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">it's extremely nasal.  slow down</span>! i'm sure she is going to do great things in the field of medicine but <span class=""highlighted"" data-timestamp=""1519793513962"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">she's gonna lose her audience if she keeps using that nasally twangy voice</span>.",2053
Encouraging,None-STEM degree,Neutral,Respectful,female,"i deeply appreciate armstrong's efforts to reclaim the common orthodoxy of the monotheistic religious traditions. it is not the fault of the religions themselves that people have corrupted them. this common misunderstanding about these traditions, though completely understandable, shows an unfortunate misunderstanding of their doctrines.",1570
Encouraging,None-STEM degree,Strongly Positive,Respectful,female,"<br><span class=""highlighted"" data-timestamp=""1519793543510"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">i love her response at the end</span>: ""chasing meaning is better for your life than to avoid discomfort"" illuminating!! and so well said.thank you.",603
Encouraging,STEM degree,Neutral,Respectful,female,"great talk!! i've heard such great things about you and your talk is truly inspiring. not only did it open my eyes to stem cell research, but also made me realize how much of an influence it might have in the future! go bears! uc berkeley kids",1210
Discouraging,STEM degree,Strongly Negative,Disrespectful,female,"<br><span class=""highlighted"" data-timestamp=""1519793567622"" style=""background-color: rgb(255, 255, 123);"" data-highlighted=""true"">none of her research is new</span>. they are all just a ripoff of alfred adler concepts and theories.",1287
Discouraging,None-STEM degree,Neutral,Neutral,female,"cut the subjectivity and you would have a few less problems understanding data.  furthermore, anyone who says they have a theory on a comments page is kidding themselves.  try using the word hypothesis.",1825
